Hora,SO2 ,NO ,PM1.0 ,PM2.5 ,O3 ,CO,NO2 
1,3,2,12,8,N,0.1,4
2,3,2,13,9,N,0.1,4
3,3,2,16,11,N,0.1,7
4,3,2,18,11,N,0.1,9
5,3,2,23,13,N,0.1,10
6,3,2,17,12,N,0.1,20
7,3,3,28,13,N,0.2,17
8,3,3,45,12,N,0.1,9
9,3,2,37,13,N,0.1,6
10,3,3,33,14,N,0.1,6
11,3,2,32,13,N,0.1,5
12,3,3,29,12,N,0.1,5
13,3,2,27,12,N,0.1,5
14,3,2,28,13,N,0.1,6
15,3,2,29,13,N,0.1,6
16,3,2,29,13,N,0.1,6
17,3,2,30,15,N,0.1,6
18,3,2,35,15,N,0.1,6
19,3,2,29,14,N,0.2,6
20,3,2,31,15,N,0.2,6
21,3,2,28,13,N,0.2,5
22,3,2,27,14,N,0.1,6
23,3,2,30,14,N,0.1,5
24,3,2,15,8,N,0.1,7
1,3,2,6,11,N,0.1,8
2,3,2,16,14,N,0.1,9
3,3,2,30,11,N,0.1,11
4,3,2,6,10,N,0.1,11
5,3,2,17,13,N,0.1,20
6,3,5,23,15,N,0.2,42
7,3,13,40,15,N,0.2,53
8,3,3,47,13,N,0.1,14
9,3,4,36,15,74,0.1,15
10,3,3,32,13,118,0.1,8
11,3,3,30,14,122,0.1,8
12,3,3,31,14,138,0.1,8
13,3,2,26,13,149,0.1,6
14,3,2,29,13,131,0.1,6
15,3,3,26,13,130,0.1,7
16,3,3,22,13,126,0.1,9
17,3,3,34,13,123,0.1,9
18,3,2,30,12,123,0.1,8
19,3,2,29,13,119,0.1,11
20,3,2,32,13,114,0.1,17
21,3,2,36,14,106,0.1,22
22,3,2,36,13,105,0.2,21
23,3,3,26,13,92,0.2,39
24,3,2,26,14,94,0.2,30
1,3,2,26,11,102,0.2,20
2,3,2,24,12,104,0.1,15
3,3,2,21,11,103,0.1,14
4,3,2,20,12,102,0.1,17
5,3,2,24,14,102,0.1,20
6,3,3,19,13,109,0.1,22
7,3,3,34,13,137,0.1,14
8,3,2,35,14,125,0.1,8
9,3,4,38,14,N,0.1,13
10,3,4,35,15,53,0.1,12
11,3,3,30,12,41,0.1,6
12,3,4,18,10,36,0.1,8
13,3,3,21,10,41,0.1,6
14,3,3,20,10,44,0.1,5
15,3,2,19,10,45,0.1,5
16,3,2,21,11,44,0.1,5
17,3,3,28,11,41,0.1,6
18,3,2,22,11,43,0.1,6
19,3,2,22,11,42,0.1,6
20,3,2,20,10,39,0.1,7
21,3,2,18,13,37,0.1,7
22,3,2,20,11,38,0.1,6
23,3,2,17,11,36,0.1,11
24,3,2,17,10,34,0.1,8
1,3,2,13,9,28,0.1,12
2,3,2,11,11,21,0.1,11
3,3,2,11,11,19,0.1,11
4,3,2,21,12,24,0.1,13
5,3,2,22,11,27,0.1,16
6,3,3,29,13,27,0.2,26
7,3,4,N,14,32,0.2,30
8,3,5,N,13,N,0.1,16
9,3,3,34,8,N,0.1,10
10,3,3,26,N,59,0.1,8
11,3,3,22,13,53,0.1,7
12,3,3,18,11,34,0.1,7
13,3,2,20,11,33,0.1,6
14,3,2,18,11,34,0.1,6
15,3,2,18,11,35,0.1,6
16,3,2,17,11,35,0.1,7
17,3,3,16,11,34,0.1,11
18,3,2,15,11,33,0.1,14
19,3,2,24,11,35,0.1,9
20,3,2,18,11,32,0.1,11
21,3,3,13,13,16,0.2,36
22,3,3,16,13,7,0.2,45
23,3,2,6,8,21,0.1,21
24,3,2,11,8,24,0.1,13
1,3,2,7,7,27,0.1,9
2,3,2,22,12,24,0.1,9
3,3,2,18,9,26,0.1,7
4,3,2,10,9,24,0.1,10
5,3,2,5,8,23,0.1,19
6,3,2,18,11,17,0.1,27
7,3,3,21,12,22,0.1,19
8,3,3,34,12,28,0.1,14
9,3,3,26,10,48,0.1,9
10,3,3,20,11,N,0.1,7
11,3,5,10,8,41,0.1,17
12,3,3,19,8,37,0.1,7
13,3,5,28,11,35,0.1,13
14,3,3,14,8,40,0.1,10
15,3,3,17,9,39,0.1,13
16,3,4,18,8,37,0.1,18
17,4,4,22,9,31,0.1,23
18,4,4,23,9,32,0.1,20
19,4,3,19,9,31,0.1,26
20,3,2,18,8,35,0.1,17
21,3,2,6,8,35,0.1,9
22,3,2,6,8,40,0.1,8
23,3,2,7,6,35,0.1,10
24,3,2,8,8,32,0.1,11
1,3,2,13,7,31,0.1,9
2,3,2,18,8,32,0.1,7
3,3,2,10,6,32,0.1,6
4,3,2,8,7,32,0.1,6
5,3,3,7,8,28,0.1,13
6,3,2,14,9,26,0.1,15
7,3,2,26,11,30,0.1,13
8,3,2,26,10,38,0.1,7
9,3,3,26,10,39,0.1,7
10,3,3,27,10,41,0.1,6
11,3,3,25,9,43,0.1,6
12,3,3,18,8,42,0.1,6
13,3,3,14,8,40,0.1,6
14,3,3,15,7,41,0.1,6
15,3,2,14,7,42,0.1,4
16,3,2,27,8,37,0.1,5
17,3,2,19,6,34,0.1,5
18,3,2,18,8,34,0.1,5
19,3,2,15,8,29,0.1,6
20,3,2,13,7,26,0.2,7
21,3,2,6,8,23,0.2,10
22,3,8,12,11,14,0.3,23
23,3,2,15,8,25,0.1,7
24,3,2,14,8,26,0.1,5
1,3,2,6,4,24,0.1,6
2,3,2,12,9,22,0.1,6
3,3,2,11,6,25,0.1,4
4,3,2,10,8,26,0.1,5
5,3,2,10,8,27,0.1,5
6,3,2,8,9,27,0.1,5
7,3,2,8,11,26,0.1,6
8,3,2,19,13,26,0.1,5
9,3,2,21,15,27,0.1,4
10,3,2,50,19,28,0.1,4
11,3,2,54,17,29,0.1,4
12,3,2,58,18,28,0.1,4
13,3,2,90,25,29,0.1,4
14,3,2,54,15,30,0.1,4
15,3,2,34,15,30,0.1,4
16,3,2,34,13,29,0.1,4
17,3,2,39,14,27,0.1,4
18,3,2,26,13,27,0.1,4
19,3,2,36,11,26,0.2,5
20,3,2,33,13,25,0.2,5
21,3,2,26,9,20,0.2,6
22,3,3,25,9,18,0.1,13
23,3,5,7,7,19,0.1,22
24,3,2,6,8,28,0.1,6
1,3,2,6,8,29,0.1,9
2,3,2,11,7,27,0.1,9
3,3,2,6,8,23,0.1,15
4,3,2,5,8,24,0.1,12
5,3,2,4,6,28,0.1,9
6,3,3,4,8,21,0.1,17
7,3,4,10,11,22,0.1,25
8,3,5,8,8,21,0.1,23
9,3,5,4,11,21,0.1,21
10,3,4,11,12,27,0.1,12
11,3,3,26,9,33,0.1,6
12,3,3,13,10,39,0.1,6
13,3,2,5,10,35,0.1,5
14,3,2,17,15,35,0.1,5
15,3,3,14,13,38,0.1,6
16,3,5,17,11,37,0.1,12
17,3,2,9,11,41,0.1,5
18,3,2,10,10,43,0.1,4
19,3,2,10,10,40,0.1,5
20,3,2,6,9,36,0.1,7
21,3,2,8,10,37,0.1,5
22,3,2,10,9,39,0.1,4
23,3,2,10,8,38,0.1,4
24,3,2,10,8,38,0.1,4
1,3,2,13,8,39,0.1,4
2,3,2,7,6,39,0.1,4
3,3,2,6,8,41,0.1,4
4,3,2,5,8,43,0.1,5
5,3,2,10,10,43,0.1,6
6,3,2,14,12,41,0.1,10
7,3,3,18,11,49,0.1,11
8,3,2,16,12,43,0.1,7
9,3,2,14,11,42,0.1,5
10,3,2,30,14,43,0.1,5
11,3,2,24,13,42,0.1,5
12,3,2,15,10,42,0.1,5
13,3,2,5,8,42,0.1,5
14,3,2,30,14,44,0.1,4
15,3,2,30,13,47,0.1,7
16,3,3,21,11,45,0.1,11
17,3,2,15,10,47,0.1,5
18,3,2,10,9,47,0.1,5
19,3,2,11,10,44,0.1,4
20,3,2,10,10,38,0.1,8
21,3,2,10,10,33,0.1,7
22,3,2,10,9,34,0.1,7
23,3,2,8,10,24,0.1,15
24,3,2,6,8,21,0.1,14
1,3,2,9,9,19,0.1,12
2,3,2,8,8,20,0.1,11
3,3,2,6,9,18,0.1,11
4,3,2,10,9,20,0.1,13
5,3,7,10,10,14,0.1,29
6,3,6,14,11,14,0.1,32
7,3,4,17,11,35,0.1,18
8,3,3,19,13,37,0.1,11
9,3,3,24,11,37,0.1,9
10,3,3,18,11,40,0.1,7
11,3,4,12,11,41,0.1,9
12,3,2,11,8,53,0.1,6
13,3,3,14,10,43,0.1,6
14,3,3,13,9,42,0.1,6
15,3,2,7,7,44,0.1,5
16,3,2,14,11,45,0.1,4
17,3,3,14,10,43,0.1,5
18,3,2,14,10,43,0.1,5
19,3,2,17,11,42,0.1,6
20,3,2,16,11,39,0.1,5
21,3,2,16,11,36,0.1,7
22,3,2,15,11,32,0.1,15
23,3,2,12,11,24,0.1,15
24,3,2,8,9,20,0.1,16
1,3,2,7,8,19,0.1,13
2,3,2,9,8,24,0.1,10
3,3,2,6,10,23,0.1,10
4,3,2,6,9,21,0.1,12
5,3,2,6,12,16,0.1,21
6,3,11,10,15,5,0.1,48
7,3,10,18,15,12,0.1,36
8,3,5,40,17,24,0.1,18
9,3,4,38,13,30,0.1,11
10,3,3,20,12,36,0.1,8
11,3,3,14,11,39,0.1,9
12,3,2,16,13,40,0.1,10
13,3,2,18,12,40,0.1,10
14,3,2,12,10,39,0.1,7
15,3,2,10,10,39,0.1,6
16,3,2,13,11,39,0.1,6
17,3,2,14,8,36,0.1,8
18,3,2,11,11,35,0.1,7
19,3,2,10,11,32,0.1,8
20,3,2,10,11,22,0.2,19
21,3,3,13,11,20,0.1,20
22,4,2,4,8,26,0.1,8
23,3,2,17,11,27,0.1,9
24,3,2,4,7,25,0.1,10
1,3,2,4,7,28,0.1,7
2,3,2,5,8,24,0.1,7
3,3,2,5,9,23,0.1,8
4,3,2,6,7,22,0.1,10
5,3,3,6,8,16,0.1,23
6,3,10,5,10,5,0.1,48
7,3,5,12,6,22,0.1,23
8,3,3,31,N,34,0.1,10
9,3,4,24,N,70,0.1,11
10,3,3,14,N,77,0.1,7
11,3,3,11,N,78,0.1,9
12,3,3,13,N,82,0.1,9
13,3,2,10,20,83,0.1,5
14,3,2,10,18,85,0.1,7
15,3,2,10,17,85,0.1,6
16,3,2,21,19,70,0.1,6
17,3,2,30,18,65,0.1,10
18,3,3,12,18,70,0.1,10
19,3,2,5,16,78,0.1,8
20,3,2,6,15,81,0.1,5
21,3,2,6,13,80,0.1,5
22,3,2,12,13,79,0.1,4
23,3,2,10,12,81,0.1,4
24,3,2,4,11,82,0.1,4
1,3,2,14,11,84,0.1,4
2,3,2,14,11,88,0.1,4
3,3,2,8,11,88,0.1,4
4,3,2,14,12,82,0.1,7
5,3,2,9,12,80,0.1,7
6,3,2,5,13,78,0.1,7
7,3,2,6,14,74,0.1,7
8,3,3,10,15,75,0.1,8
9,3,3,28,16,79,0.1,7
10,3,3,31,18,79,0.1,6
11,3,2,57,18,78,0.1,5
12,3,3,94,28,77,0.1,6
13,3,3,91,22,78,0.1,6
14,3,3,66,23,75,0.1,7
15,3,3,56,28,72,0.1,6
16,3,3,61,32,72,0.1,8
17,3,2,46,24,75,0.1,5
18,3,3,52,17,66,0.1,9
19,3,2,18,16,65,0.1,11
20,3,2,16,15,72,0.1,6
21,3,2,12,13,72,0.1,7
22,3,2,8,12,75,0.1,6
23,3,2,5,12,81,0.1,4
24,3,2,9,11,80,0.1,4
1,3,2,5,11,79,0.1,4
2,3,2,13,9,79,0.1,3
3,3,2,7,11,80,0.1,3
4,3,2,5,12,81,0.1,4
5,3,2,18,11,78,0.1,5
6,3,2,9,10,79,0.1,4
7,3,2,12,12,80,0.1,4
8,3,2,15,11,82,0.1,4
9,3,2,22,13,83,0.1,5
10,3,3,45,16,83,0.1,8
11,3,3,41,16,83,0.1,7
12,3,3,48,16,83,0.1,7
13,3,3,42,15,85,0.1,6
14,3,2,34,14,86,0.1,5
15,3,3,58,17,85,0.1,8
16,3,3,63,18,85,0.1,8
17,3,2,30,14,87,0.1,6
18,3,2,26,14,88,0.1,5
19,3,2,30,14,80,0.1,14
20,3,2,11,15,92,0.1,4
21,3,2,28,13,90,0.1,5
22,3,2,6,12,96,0.1,4
23,3,2,12,12,97,0.1,3
24,3,2,10,13,98,0.1,4
1,3,2,20,12,99,0.1,3
2,3,2,6,10,100,0.1,3
3,3,2,10,11,100,0.1,3
4,3,2,11,11,101,0.1,4
5,3,2,22,13,101,0.1,5
6,3,2,21,14,94,0.1,9
7,3,2,30,12,95,0.1,10
8,3,2,26,15,101,0.1,9
9,3,3,31,15,101,0.1,7
10,3,3,42,18,99,0.1,6
11,3,2,46,17,97,0.1,6
12,3,2,47,17,97,0.1,5
13,3,2,53,19,96,0.1,5
14,3,2,56,17,96,0.1,6
15,3,2,34,15,97,0.1,6
16,3,2,34,16,95,0.1,6
17,3,2,45,15,99,0.1,5
18,5,2,19,15,95,0.1,5
19,3,2,14,15,95,0.1,6
20,3,2,5,14,102,0.1,5
21,3,2,23,13,100,0.1,5
22,3,2,22,12,99,0.1,4
23,3,2,14,11,98,0.1,4
24,3,2,14,11,96,0.1,4
1,3,2,10,11,99,0.1,4
2,3,2,5,12,100,0.1,4
3,3,2,17,12,99,0.1,4
4,3,2,14,13,100,0.1,5
5,3,2,17,14,71,0.1,17
6,3,2,14,13,94,0.1,10
7,3,2,18,14,94,0.1,11
8,3,2,30,17,98,0.1,7
9,3,2,29,19,98,0.1,6
10,3,2,N,N,101,0.1,6
11,3,2,54,4,100,0.1,5
12,3,2,42,4,100,0.1,5
13,3,2,33,4,99,0.1,4
14,3,2,29,6,99,0.1,5
15,3,2,28,7,103,0.1,4
16,3,2,29,9,104,0.1,5
17,3,2,29,9,104,0.1,6
18,3,2,26,9,103,0.1,6
19,3,2,18,11,101,0.1,5
20,3,2,17,11,102,0.1,6
21,3,2,14,9,101,0.1,5
22,3,2,14,9,103,0.1,4
23,3,2,16,8,103,0.1,3
24,3,2,16,8,101,0.1,3
1,3,2,12,6,100,0.1,3
2,3,2,16,8,103,0.1,3
3,3,2,15,8,102,0.1,4
4,3,2,15,8,102,0.1,4
5,3,2,18,8,98,0.1,6
6,3,2,14,8,86,0.1,8
7,3,2,26,8,83,0.1,6
8,3,2,32,9,77,0.1,6
9,3,3,39,7,66,0.1,7
10,3,3,51,6,56,0.1,5
11,3,3,63,6,53,0.1,6
12,3,3,82,7,55,0.1,6
13,3,3,65,6,51,0.1,6
14,3,3,64,6,52,0.1,6
15,3,3,50,6,49,0.1,6
16,3,3,41,6,50,0.1,5
17,3,3,35,6,50,0.1,5
18,3,2,24,6,50,0.1,5
19,3,2,18,7,57,0.1,5
20,3,2,13,7,64,0.1,5
21,3,2,10,7,69,0.1,5
22,3,2,9,8,73,0.1,4
23,3,2,10,6,75,0.1,3
24,3,2,7,6,76,0.1,3
1,3,2,7,4,77,0.1,3
2,3,2,5,5,80,0.1,3
3,3,2,7,7,80,0.1,3
4,3,2,13,6,78,0.1,4
5,3,2,23,7,70,0.1,5
6,3,2,15,8,69,0.1,8
7,3,3,18,9,67,0.1,11
8,3,3,19,8,74,0.1,8
9,3,3,19,7,78,0.1,6
10,3,3,36,8,78,0.1,6
11,3,3,35,8,80,0.1,5
12,3,3,35,7,78,0.1,7
13,3,3,44,7,75,0.1,8
14,3,3,45,8,74,0.1,9
15,3,4,31,8,73,0.1,9
16,3,3,26,8,77,0.1,7
17,3,3,23,9,76,0.1,8
18,3,3,26,15,77,0.1,8
19,3,2,24,8,75,0.1,6
20,3,2,19,9,75,0.1,6
21,3,2,14,7,77,0.1,5
22,3,2,13,7,77,0.1,4
23,3,2,12,8,84,0.1,5
24,3,2,16,10,82,0.1,4
1,3,2,14,7,80,0.1,4
2,3,2,14,8,77,0.1,4
3,3,2,14,8,82,0.1,4
4,3,2,14,8,80,0.1,5
5,3,2,16,9,67,0.1,14
6,3,2,23,10,61,0.1,21
7,N,3,26,10,63,0.1,15
8,3,N,26,10,80,0.1,N
9,3,31,53,N,N,0.1,7
10,3,2,47,16,N,N,6
11,3,2,29,9,88,0.1,6
12,3,2,37,10,88,0.1,5
13,3,2,27,11,90,0.1,6
14,3,2,29,8,95,0.1,5
15,3,3,31,12,96,0.1,6
16,3,2,32,13,94,0.1,5
17,3,2,30,12,87,0.1,6
18,3,2,28,9,82,0.1,6
19,3,2,21,11,69,0.1,7
20,3,2,12,10,60,0.1,8
21,3,2,12,10,64,0.1,6
22,3,2,12,10,62,0.1,6
23,3,2,10,8,62,0.1,5
24,3,2,10,8,64,0.1,4
1,3,2,10,7,67,0.1,4
2,3,2,12,7,67,0.1,4
3,3,2,14,6,67,0.1,4
4,3,2,6,7,65,0.1,4
5,3,2,9,7,63,0.1,6
6,3,3,12,8,45,0.1,16
7,3,2,29,9,57,0.1,8
8,3,3,31,9,64,0.1,7
9,3,3,26,10,68,0.1,8
10,3,3,31,9,70,0.1,6
11,3,3,26,9,68,0.1,7
12,3,2,26,9,71,0.1,4
13,3,2,28,9,75,0.1,5
14,3,2,26,10,83,0.1,5
15,3,2,27,9,83,0.1,5
16,3,2,34,10,78,0.1,5
17,3,2,21,10,75,0.1,6
18,3,2,28,9,73,0.1,5
19,3,2,26,11,73,0.1,6
20,3,2,25,12,65,0.1,8
21,3,2,10,10,55,0.1,7
22,3,2,18,10,55,0.1,8
23,3,2,15,8,38,0.1,22
24,3,2,5,7,48,0.1,6
1,3,2,5,6,47,0.1,5
2,3,2,6,6,51,0.1,4
3,3,2,4,5,51,0.1,4
4,3,2,4,5,46,0.1,5
5,3,2,4,7,38,0.1,9
6,3,3,10,8,25,0.1,19
7,3,5,23,8,30,0.1,19
8,3,2,20,7,47,0.1,6
9,3,2,23,6,48,0.1,5
10,3,3,29,8,52,0.1,6
11,3,2,38,8,61,0.1,6
12,3,2,29,8,64,0.1,5
13,3,2,20,8,67,0.1,5
14,3,3,21,8,61,0.1,6
15,3,3,27,8,54,0.1,7
16,3,3,25,9,56,0.1,6
17,3,2,26,8,59,0.1,5
18,3,2,34,8,65,0.1,5
19,3,2,23,10,61,0.1,5
20,3,2,15,11,57,0.1,6
21,3,2,14,10,58,0.1,4
22,3,2,16,9,57,0.1,5
23,3,2,10,8,60,0.1,4
24,3,2,14,8,61,0.1,4
1,3,2,18,8,58,0.1,4
2,3,2,14,8,57,0.1,4
3,3,2,14,8,52,0.1,5
4,3,2,14,8,50,0.1,5
5,3,2,21,11,47,0.1,11
6,3,2,22,11,47,0.1,13
7,3,3,28,10,47,0.1,12
8,3,3,29,12,55,0.1,8
9,3,5,40,12,52,0.1,13
10,3,5,42,13,56,0.1,11
11,3,4,60,13,62,0.1,9
12,3,3,44,11,72,0.1,6
13,3,3,33,11,75,0.1,5
14,3,2,30,11,77,0.1,5
15,3,2,30,12,81,0.1,6
16,3,2,34,13,85,0.1,6
17,3,3,38,12,81,0.1,6
18,3,3,30,13,68,0.1,6
19,3,2,28,13,65,0.1,5
20,3,2,32,13,62,0.1,8
21,3,2,26,13,62,0.1,5
22,3,2,18,13,51,0.1,7
23,3,2,22,12,53,0.1,8
24,3,2,29,11,63,0.1,4
1,3,2,22,11,57,0.1,4
2,3,2,12,12,43,0.1,8
3,3,2,14,11,34,0.1,13
4,3,2,17,10,30,0.1,14
5,3,5,22,12,21,0.1,26
6,3,10,29,14,10,0.1,39
7,3,8,32,12,34,0.1,24
8,3,3,27,11,55,0.1,7
9,3,4,18,6,38,0.1,7
10,3,3,27,10,62,0.1,6
11,3,3,26,10,63,0.1,6
12,3,3,27,10,62,0.1,6
13,3,3,23,10,62,0.1,6
14,3,3,25,10,59,0.1,5
15,3,2,22,7,60,0.1,5
16,3,2,18,8,61,0.1,5
17,3,3,18,8,57,0.1,7
18,3,3,17,10,58,0.1,8
19,3,2,22,9,58,0.1,7
20,3,2,21,9,54,0.1,6
21,3,2,17,9,51,0.1,7
22,3,2,14,8,49,0.1,5
23,3,2,13,7,48,0.1,5
24,3,2,5,6,47,0.1,4
1,3,2,9,6,45,0.1,4
2,3,2,9,6,53,0.1,4
3,3,2,6,6,55,0.1,6
4,3,2,4,6,55,0.1,6
5,3,2,9,7,52,0.1,11
6,3,2,7,7,50,0.1,11
7,3,3,18,8,46,0.1,18
8,3,3,16,8,56,0.1,11
9,3,3,27,8,66,0.1,10
10,3,3,40,10,74,0.1,9
11,3,3,38,9,78,0.1,8
12,3,3,38,9,76,0.1,10
13,3,3,27,8,77,0.1,7
14,3,2,30,8,77,0.1,7
15,4,8,26,8,60,0.1,23
16,4,4,22,8,61,0.1,17
17,3,2,19,8,67,0.1,7
18,3,2,18,8,64,0.1,8
19,3,2,17,9,62,0.1,9
20,3,2,14,9,62,0.1,9
21,3,2,14,10,58,0.1,12
22,3,2,16,9,62,0.1,8
23,3,2,15,9,59,0.1,9
24,7,2,19,8,55,0.1,11
1,5,2,13,9,54,0.1,7
2,3,2,14,8,53,0.1,9
3,3,2,18,8,48,0.1,11
4,3,2,9,9,45,0.1,12
5,4,3,5,11,34,0.1,19
6,4,14,18,12,19,0.2,38
7,4,17,54,13,29,0.2,43
8,3,5,38,11,59,0.1,14
9,3,3,28,9,67,0.1,7
10,3,2,24,8,69,0.1,5
11,3,2,22,9,69,0.1,5
12,3,3,27,8,75,0.1,6
13,3,3,28,9,81,0.1,5
14,3,2,24,9,79,0.1,6
15,3,2,25,9,78,0.1,5
16,3,3,20,10,71,0.1,6
17,3,2,18,9,68,0.1,7
18,3,3,18,10,65,0.1,7
19,3,2,18,9,65,0.1,6
20,3,2,16,10,64,0.1,6
21,5,2,14,10,62,0.2,6
22,4,2,15,11,47,0.2,15
23,3,2,16,11,33,0.1,22
24,4,2,10,10,36,0.1,13
1,3,2,6,11,39,0.1,9
2,3,2,11,9,36,0.1,12
3,3,2,6,9,43,0.1,8
4,3,2,7,10,29,0.1,17
5,3,4,15,11,22,0.1,26
6,3,8,22,12,16,0.2,39
7,4,11,24,13,27,0.1,35
8,3,5,27,10,56,0.1,19
9,3,3,28,10,69,0.1,8
10,3,3,32,10,75,0.1,6
11,3,3,39,10,81,0.1,5
12,3,2,42,11,86,0.1,5
13,3,2,26,10,71,0.1,5
14,3,2,19,9,66,0.1,4
15,3,2,15,9,66,0.1,4
16,3,3,16,9,72,0.1,6
17,3,2,20,11,69,0.1,4
18,3,2,18,10,74,0.1,5
19,3,2,10,10,84,0.1,6
20,3,2,14,9,83,0.1,6
21,3,2,13,9,83,0.1,5
22,3,2,14,11,56,0.1,11
23,3,2,14,12,34,0.1,25
24,3,2,15,13,24,0.1,34
1,3,2,14,13,38,0.1,22
2,3,2,7,8,52,0.1,10
3,3,2,6,8,48,0.1,11
4,3,2,8,11,37,0.1,13
5,3,2,8,10,42,0.1,15
6,3,6,8,11,21,0.1,36
7,3,4,24,10,55,0.1,17
8,3,3,24,8,67,0.1,9
9,3,4,30,8,70,0.1,12
10,3,3,38,6,77,0.1,8
11,3,2,41,8,78,0.1,6
12,3,2,45,7,78,0.1,4
13,3,2,46,6,72,0.1,4
14,3,2,26,7,71,0.1,5
15,3,2,24,7,69,0.1,5
16,3,3,17,8,67,0.1,6
17,3,3,17,7,63,0.1,8
18,3,2,10,8,63,0.1,9
19,3,2,15,7,60,0.1,10
20,3,2,8,7,57,0.1,10
21,3,2,5,8,59,0.1,5
22,3,2,4,7,63,0.1,5
23,3,2,6,7,63,0.1,5
24,3,2,10,5,54,0.1,10
1,3,2,7,4,58,0.1,11
2,3,2,7,6,55,0.1,15
3,3,2,12,5,54,0.1,16
4,3,2,4,6,68,0.1,4
5,3,2,6,6,72,0.1,5
6,3,2,10,7,70,0.1,6
7,3,2,14,7,76,0.1,6
8,3,2,6,7,82,0.1,5
9,3,2,14,6,86,0.1,4
10,3,2,20,6,85,0.1,4
11,3,2,34,6,83,0.1,4
12,3,2,26,7,83,0.1,4
13,3,2,28,6,82,0.1,3
14,3,2,39,7,82,0.1,4
15,3,2,38,5,75,0.1,4
16,4,2,19,6,76,0.1,5
17,4,2,27,7,72,0.1,7
18,3,3,28,6,73,0.1,7
19,4,2,24,7,74,0.1,5
20,5,2,17,6,72,0.1,5
21,3,2,11,7,74,0.1,5
22,4,2,10,6,77,0.1,4
23,5,2,19,7,69,0.1,8
24,3,2,17,6,70,0.1,9
1,4,2,9,6,77,0.1,4
2,3,2,5,6,82,0.1,4
3,3,2,9,6,79,0.1,6
4,3,2,9,8,82,0.1,6
5,3,2,9,7,84,0.1,5
6,3,2,6,6,87,0.1,4
7,3,2,14,6,87,0.1,5
8,3,2,19,6,87,0.1,5
9,6,3,46,9,84,0.1,8
10,4,3,56,8,86,0.1,6
11,3,3,62,8,82,0.1,7
12,4,3,104,13,82,0.1,7
13,4,2,158,14,84,0.1,7
14,4,3,97,11,85,0.1,6
15,3,3,54,10,80,0.1,8
16,3,3,86,12,77,0.1,7
17,3,3,63,10,73,0.1,7
18,3,3,29,7,71,0.1,10
19,3,2,24,8,76,0.1,6
20,3,2,24,8,75,0.1,5
21,3,2,19,7,73,0.1,4
22,4,2,16,7,73,0.1,4
23,4,2,15,6,73,0.1,4
24,3,2,18,6,72,0.1,4
1,3,2,9,6,77,0.1,4
2,3,2,12,6,67,0.1,8
3,3,2,8,6,76,0.1,5
4,3,2,14,8,79,0.1,4
5,3,2,30,8,73,0.1,7
6,3,2,22,9,70,0.1,14
7,3,3,22,11,74,0.1,13
8,4,3,43,8,80,0.1,8
9,3,3,48,9,81,0.1,8
10,3,4,45,9,85,0.1,11
11,3,3,82,12,88,0.1,8
12,3,2,110,10,88,0.1,6
13,3,2,82,10,84,0.1,5
14,3,3,49,10,82,0.1,5
15,3,3,37,8,78,0.1,7
16,3,3,33,9,76,0.1,8
17,4,4,29,11,71,0.1,12
18,4,3,29,11,68,0.1,13
19,3,3,24,11,65,0.1,16
20,3,2,20,10,68,0.1,11
21,3,2,18,10,71,0.1,8
22,3,2,15,9,74,0.1,7
23,3,2,10,8,81,0.1,4
24,3,2,15,9,75,0.1,9
1,3,2,15,8,79,0.1,4
2,3,2,14,8,78,0.1,4
3,3,2,11,8,78,0.1,4
4,3,2,16,10,73,0.1,7
5,3,2,16,11,69,0.1,10
6,5,3,16,11,65,0.1,15
7,5,3,24,11,67,0.1,14
8,4,5,27,11,64,0.1,18
9,3,6,30,12,65,0.1,19
10,3,4,38,11,72,0.1,10
11,3,3,36,10,71,0.1,7
12,3,3,33,11,76,0.1,6
13,3,3,44,10,85,0.1,7
14,3,3,25,10,65,0.1,6
15,3,2,28,8,67,0.1,5
16,4,3,28,8,64,0.1,8
17,3,3,31,9,61,0.1,9
18,3,4,25,10,53,0.1,14
19,4,3,22,11,42,0.1,24
20,4,2,18,11,36,0.1,28
21,3,2,24,11,41,0.1,23
22,3,2,13,10,53,0.1,12
23,3,2,6,8,56,0.1,8
24,3,2,5,6,55,0.1,8
1,3,2,4,7,56,0.1,8
2,3,2,6,8,52,0.1,8
3,3,2,8,5,59,0.1,7
4,3,2,5,8,59,0.1,7
5,3,3,11,8,40,0.1,21
6,3,9,29,10,27,0.1,36
7,3,4,38,8,43,0.1,19
8,N,3,26,8,52,0.1,9
9,3,5,26,8,50,0.1,13
10,3,N,30,9,58,0.1,N
11,3,3,35,9,61,0.1,8
12,3,3,28,6,63,0.1,7
13,3,3,23,6,65,0.1,6
14,3,3,30,7,66,0.1,6
15,3,2,33,8,63,0.1,7
16,3,3,30,8,65,0.1,8
17,3,3,23,8,59,0.1,11
18,4,3,18,8,52,0.1,14
19,3,2,21,10,59,0.1,16
20,3,2,13,9,52,0.1,13
21,3,2,9,9,57,0.1,8
22,3,2,9,8,58,0.1,8
23,3,2,8,6,58,0.1,6
24,3,2,7,6,56,0.1,5
1,3,2,6,6,54,0.1,4
2,3,2,6,6,51,0.1,4
3,3,2,8,6,50,0.1,5
4,3,2,6,8,45,0.1,8
5,3,2,9,8,42,0.1,12
6,3,2,11,8,42,0.1,13
7,3,3,13,6,49,0.1,9
